first_name,last_name,birth_place,birth_date,country_living_in,email,phone
Harley,Catenot,Xinquan,7/2/1998,China,hcatenot0@columbia.edu,859 436 9813
Ambrosius,Ludlow,Laoqiao,2/16/1993,China,aludlow1@rediff.com,575 625 5704
Opalina,Winckworth,Ananea,7/4/1993,Peru,,261 417 9720
Mart,Adanez,Punta Hermosa,10/2/1981,Peru,madanez3@mapquest.com,703 297 1338
Neilla,Grimestone,Jinqiao,2/9/1999,China,ngrimestone4@slashdot.org,758 474 4480
Clementia,Goad,Nanyulinxi,12/23/1994,China,cgoad5@jiathis.com,225 351 0256
Cristobal,Spalls,Izmaylovo,12/16/1975,Russia,cspalls6@howstuffworks.com,694 292 0881
Odo,Greatbach,Ribaldeira,2/4/1967,Portugal,ogreatbach7@dell.com,373 664 4900
Morena,Dorrance,Minneapolis,2/20/1992,United States,mdorrance8@posterous.com,763 285 4032
Sherilyn,Hrycek,Tiztoutine,3/2/1999,Morocco,shrycek9@sourceforge.net,787 652 1871
Babita,Mellem,Nova Friburgo,8/19/1965,Brazil,,856 960 7358
Sergeant,Lucey,Debrecen,11/21/1967,Hungary,sluceyb@newyorker.com,904 820 9834
Tonye,Stiant,Amiens,5/28/1971,France,tstiantc@columbia.edu,237 887 1167
Estrella,Coales,Jianchang,7/6/1953,China,ecoalesd@diigo.com,646 971 0374
Danica,Vannini,Nantes,7/23/1967,France,dvanninie@netscape.com,373 578 5266
Rikki,Lambal,Tagum,7/11/1954,Philippines,rlambalf@miitbeian.gov.cn,160 274 0361
Hazel,Klimsch,Łazy,12/1/1994,Poland,hklimschg@domainmarket.com,555 156 8859
Alexi,Hoyland,Guaimaca,10/17/1961,Honduras,,227 423 5243
Jade,Innett,Sv. Anton,7/7/1998,Slovenia,jinnetti@java.com,701 950 5900
Robbi,Kenealy,Dahe,3/19/1958,China,rkenealyj@newsvine.com,486 416 2363
Coleman,McGettigan,Kolobovo,3/8/1955,Russia,cmcgettigank@delicious.com,971 861 5710
Brigg,Mawtus,Madrid,5/29/1951,Spain,bmawtusl@miitbeian.gov.cn,135 568 5084
Danyelle,Burras,Baiyin,7/3/1950,China,dburrasm@google.ru,433 646 4839
Aubrey,Harsnipe,Dajt,11/25/1968,Albania,aharsnipen@loc.gov,203 570 3017
Jazmin,O'Tierney,Ganding,7/16/1970,Indonesia,jotierneyo@zimbio.com,343 820 7720
Calhoun,Vlasyuk,Balangiga,7/20/1985,Philippines,cvlasyukp@multiply.com,280 386 9986
