first_name,last_name,birth_place,birth_date,country_living_in,email,phone
Almira,Buchanan,Las Junturas,25-07-1994,Argentina,abuchanan0@bbc.co.uk,54(563)157-8017
Martyn,Mattek,New York City,21-11-1981,United States,mmattek1@theguardian.com,1(917)674-2091
Wandie,Kubat,Chattanooga,02-10-1968,United States,,1(423)408-4050
Paddy,Rawsthorne,Datong,24-08-1968,China,prawsthorne3@delicious.com,86(286)311-7239
Dierdre,Northidge,Neya,05-12-1977,Russia,dnorthidge4@imageshack.us,7(922)710-9361
Cass,Derrett,Trzebiatów,24-12-1975,Poland,cderrett5@ycombinator.com,48(331)329-5139
Evania,Hatz,Kruševac,04-07-1985,Serbia,ehatz6@tinyurl.com,381(336)341-6825
Sibyl,Lawless,Fukuechō,06-03-1951,Japan,slawless7@nsw.gov.au,81(681)131-7358
Ezri,Treacher,Legen,13-02-1974,Slovenia,etreacher8@biglobe.ne.jp,386(408)424-9889
Seward,Pragnell,Dzhalilabad,06-10-1954,Azerbaijan,,994(198)948-9890
Rosemarie,Letixier,Hrastnik,23-12-1960,Slovenia,,386(664)908-7344
Issi,Rawes,Akouda,15-05-1973,Tunisia,irawesb@harvard.edu,216(890)646-0112
Kerby,Friese,Spitak,27-05-1989,Armenia,kfriesec@gov.uk,374(265)232-8607
Harrie,Santer,,,,hsanterd@cbslocal.com,
Nixie,Grenter,Duisburg,22-11-1975,Germany,ngrentere@pcworld.com,49(234)393-9430
Roby,Work,Konstantinovsk,30-03-1966,Russia,rworkf@clickbank.net,7(931)638-8326
Kathryne,Haddrell,Pakusari,26-03-1989,Indonesia,khaddrellg@ed.gov,62(518)467-6777
Bartolemo,Cunniff,Ergong,04-08-1958,China,bcunniffh@princeton.edu,86(130)174-6772
Pen,Dobrowolny,Ibirité,26-04-1965,Brazil,pdobrowolnyi@arstechnica.com,55(788)845-8722
Ettore,Trevaskis,Mezhevoy,27-10-1958,Russia,etrevaskisj@hatena.ne.jp,7(432)583-1217
Sibilla,Plackstone,Guder Lao,10-10-1965,Indonesia,splackstonek@wikispaces.com,62(519)127-9641
Audrie,Willimott,Bantuanon,19-08-1981,Philippines,,63(263)425-8627
Aggie,Tolley,Praia da Barra,09-10-1984,Portugal,atolleym@oakley.com,351(678)772-1725
Anitra,Betz,El Paso,21-08-1983,United States,abetzn@ning.com,1(915)649-1955
Hedwig,Petschel,Villeneuve-d'Ascq,20-07-1989,France,hpetschelo@discovery.com,33(310)261-1291
Tilly,Bruhn,Watsa,12-05-1983,Democratic Republic of the Congo,tbruhnp@marriott.com,242(536)727-2871
Jocelyne,Churchouse,Ouaoula,17-11-1993,Morocco,,212(785)873-8789
Venita,Goathrop,Bacheng,21-02-1988,China,vgoathropr@weebly.com,86(585)815-7239
Pia,Bryenton,Xinzheng,02-09-1983,China,pbryentons@princeton.edu,86(555)954-2703
Marlena,Booler,Lianghe,15-08-1991,China,mboolert@uiuc.edu,86(255)878-7042
Josey,Dubber,,,,jdubberu@plala.or.jp,
Cornela,Arthars,Dao’er,07-08-1989,China,cartharsv@trellian.com,86(780)760-0628
Perri,Whittall,Bekondo,10-07-1956,Cameroon,pwhittallw@moonfruit.com,237(474)343-6426
Tabby,Skill,Belčišta,18-03-1997,Macedonia,tskillx@bbb.org,389(102)656-5316
Samuele,Spira,Yamrat,20-09-1978,Nigeria,sspiray@cloudflare.com,234(538)582-4676
Willi,De Few,Wuyang,22-06-1994,China,wdefewz@typepad.com,86(422)861-8631
Horatius,Sevin,Araçatuba,22-03-1964,Brazil,hsevin10@toplist.cz,55(674)824-8636
Josephina,Podmore,Knoxville,19-12-1958,United States,jpodmore11@shop-pro.jp,1(865)425-1505
Billie,Negal,Bełżec,30-03-1998,Poland,bnegal12@mail.ru,48(233)555-1191
Gracia,Gadie,Chunmuying,05-02-1983,China,,86(622)123-1718
Maris,McCarlich,Gaizhou,23-04-1988,China,mmccarlich14@yellowpages.com,86(174)706-1221
Celia,Fidgin,Huhe,26-01-1967,China,cfidgin15@upenn.edu,86(137)185-3010
