first_name,last_name,birth_place,birth_date,country_living_in,email,phone
Nan,Begwell,Bungu,08/07/1963,Tanzania,nbegwell0@technorati.com,935-584-1044
Enos,Bardey,Songzhuang,08/25/1952,China,ebardey1@dedecms.com,925-283-9246
Coretta,Lafay,Chengjiao,08/07/1965,China,clafay2@elpais.com,108-774-7935
Oralle,Beadnell,Jidong,04/25/1981,China,,315-270-2353
Melania,Karlsson,Canindé,08/29/1956,Brazil,mkarlsson4@blogger.com,940-375-2797
Romy,Shimuk,San Miguel,08/18/1954,Philippines,,995-517-1933
Alfie,Father,Bamusso,04/20/1970,Cameroon,afather6@dyndns.org,678-471-1049
Ardella,Hummerston,,,,ahummerston7@adobe.com,
Adara,Likly,Belūsovka,07/02/1985,Kazakhstan,alikly8@ucoz.ru,641-308-9021
Thedrick,Jezard,Nanxing,11/17/1974,China,tjezard9@instagram.com,148-137-6217
Gail,Gimson,Kuangshan,03/10/1950,China,ggimsona@tmall.com,492-192-8015
De witt,Ugoni,Gaplokan,03/03/1993,Indonesia,dugonib@huffingtonpost.com,611-110-8293
Cary,Checcuzzi,Póvoa do Valado,03/19/1960,Portugal,ccheccuzzic@goo.ne.jp,987-528-3852
Tate,Jarley,Haugesund,09/28/1973,Norway,tjarleyd@virginia.edu,694-715-5524
Heloise,Valentetti,Kuzhuping,09/27/1989,China,,545-623-1149
Bonnee,Banton,Ogwashi-Uku,05/26/1954,Nigeria,,149-879-0918
Angelina,Guillain,Centurion,03/18/1967,South Africa,aguillaing@opensource.org,587-698-5717
Gregorius,Rosi,Xinbao,04/29/1970,China,grosih@seattletimes.com,886-522-0880
Essie,Milnthorpe,Levski,04/12/1989,Bulgaria,,699-998-2471
Haze,Josowitz,Kongoussi,05/16/1964,Burkina Faso,,698-736-3314
Farra,Haizelden,Kawaliwu,02/07/1979,Indonesia,fhaizeldenk@smh.com.au,411-594-4112
Gerty,Schiementz,Gampola,05/24/1996,Sri Lanka,gschiementzl@tinypic.com,985-372-9306
Gonzalo,Clausner,Goubétto,01/12/1992,Djibouti,gclausnerm@jugem.jp,765-912-1353
Sallee,Espinazo,Saaban,12/29/1963,Philippines,,950-510-3408
Ruprecht,Cruickshank,Bangxi,11/23/1955,China,rcruickshanko@soundcloud.com,568-405-8677
